PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
7,Martillo,34,0,248,23.500000,0,0.000000,8
16,Chaleco reflectante,34,9,150,20.666666,0,0.000000,3
16,Chaleco reflectante,34,9,150,20.666666,0,0.000000,5
16,Chaleco reflectante,34,9,150,20.666666,0,0.000000,4
8,Destornillador,219,3,162,6.000000,0,0.000000,2
9,Sierra manual,97,0,225,15.600000,0,0.000000,4
10,Llave inglesa,178,0,188,10.000000,0,0.000000,1
10,Llave inglesa,178,0,188,10.000000,0,0.000000,10
10,Llave inglesa,178,0,188,10.000000,0,0.000000,7
10,Llave inglesa,178,0,188,10.000000,0,0.000000,2
11,Cemento,199,0,175,25.200000,0,0.000000,5
12,Arena,160,0,583,21.454545,0,0.000000,7
13,Grava,76,7,434,31.285714,0,0.000000,1
13,Grava,76,7,434,31.285714,0,0.000000,3
65,Desengrasante,76,6,276,23.333333,0,0.000000,7
14,Ladrillo,188,14,371,25.571428,0,0.000000,6
26,Cable eléctrico,188,0,159,26.000000,0,0.000000,6
26,Cable eléctrico,188,0,159,26.000000,0,0.000000,9
26,Cable eléctrico,188,0,159,26.000000,0,0.000000,7
15,Casco,153,0,245,35.800000,0,0.000000,1
15,Casco,153,0,245,35.800000,0,0.000000,10
15,Casco,153,0,245,35.800000,0,0.000000,9
15,Casco,153,0,245,35.800000,0,0.000000,8
15,Casco,153,0,245,35.800000,0,0.000000,6
17,Guantes de seguridad,3,24,366,24.833333,1,25.000000,1
17,Guantes de seguridad,3,24,366,24.833333,1,25.000000,9
18,Tornillo,225,0,168,38.000000,0,0.000000,3
18,Tornillo,225,0,168,38.000000,0,0.000000,9
18,Tornillo,225,0,168,38.000000,0,0.000000,7
18,Tornillo,225,0,168,38.000000,0,0.000000,5
19,Clavo,130,35,399,22.428571,0,0.000000,1
19,Clavo,130,35,399,22.428571,0,0.000000,10
20,Pija,25,0,270,16.400000,0,0.000000,5
21,Taquete,238,114,222,20.000000,0,0.000000,1
22,Tubo PVC,95,0,220,12.750000,0,0.000000,1
23,Conector PVC,323,0,88,17.500000,0,0.000000,8
23,Conector PVC,323,0,88,17.500000,0,0.000000,9
24,Válvula de esfera,122,0,205,29.200000,0,0.000000,3
25,Interruptor,37,0,357,36.571428,0,0.000000,2
25,Interruptor,37,0,357,36.571428,0,0.000000,4
33,Lija,37,90,396,26.000000,0,0.000000,2
33,Lija,37,90,396,26.000000,0,0.000000,9
27,Apagador,231,0,275,34.000000,0,0.000000,8
28,Multicontacto,240,42,312,26.833333,0,0.000000,8
29,Pintura vinílica,8,0,159,24.666666,1,25.000000,1
29,Pintura vinílica,8,0,159,24.666666,1,25.000000,8
29,Pintura vinílica,8,0,159,24.666666,1,25.000000,2
30,Esmalte,185,40,280,21.600000,0,0.000000,5
30,Esmalte,185,40,280,21.600000,0,0.000000,9
30,Esmalte,185,40,280,21.600000,0,0.000000,8
30,Esmalte,185,40,280,21.600000,0,0.000000,7
30,Esmalte,185,40,280,21.600000,0,0.000000,6
31,Rodillo,340,0,204,41.500000,0,0.000000,6
32,Brocha,266,20,310,13.400000,0,0.000000,2
34,Disco de corte,215,48,378,23.166666,0,0.000000,10
35,Cepillo abrasivo,173,24,240,33.750000,0,0.000000,1
36,Silicón,252,0,216,22.750000,0,0.000000,1
37,Pegamento de contacto,201,0,504,26.888888,0,0.000000,4
38,Espuma expansiva,354,119,455,29.714285,0,0.000000,3
38,Espuma expansiva,354,119,455,29.714285,0,0.000000,6
38,Espuma expansiva,354,119,455,29.714285,0,0.000000,5
39,Lija,74,0,301,18.142857,0,0.000000,7
39,Lija,74,0,301,18.142857,0,0.000000,9
40,Disco de corte,134,0,282,17.000000,0,0.000000,1
41,Cepillo abrasivo,142,28,441,17.571428,0,0.000000,7
42,Impermeabilizante acrílico,191,50,290,27.000000,0,0.000000,8
43,Sellador para techos,27,0,39,3.000000,0,0.000000,6
44,Gafas de seguridad,162,28,378,26.285714,0,0.000000,3
45,Mascarilla,106,40,250,30.600000,0,0.000000,3
45,Mascarilla,106,40,250,30.600000,0,0.000000,9
45,Mascarilla,106,40,250,30.600000,0,0.000000,7
45,Mascarilla,106,40,250,30.600000,0,0.000000,6
45,Mascarilla,106,40,250,30.600000,0,0.000000,5
46,Orejeras,156,0,396,31.555555,0,0.000000,3
46,Orejeras,156,0,396,31.555555,0,0.000000,6
47,Tijeras de podar,291,0,205,14.400000,0,0.000000,10
48,Abono,290,80,600,39.700000,0,0.000000,3
48,Abono,290,80,600,39.700000,0,0.000000,7
48,Abono,290,80,600,39.700000,0,0.000000,5
49,Regadera,96,40,204,16.000000,0,0.000000,5
49,Regadera,96,40,204,16.000000,0,0.000000,6
50,Tornillo allen,365,0,318,22.666666,0,0.000000,4
50,Tornillo allen,365,0,318,22.666666,0,0.000000,6
51,Tuerca,298,0,649,33.727272,0,0.000000,3
52,Arandela,278,0,164,16.250000,0,0.000000,1
52,Arandela,278,0,164,16.250000,0,0.000000,9
52,Arandela,278,0,164,16.250000,0,0.000000,8
52,Arandela,278,0,164,16.250000,0,0.000000,3
53,Taladro,211,16,188,29.750000,0,0.000000,1
54,Rotomartillo,234,0,364,22.142857,0,0.000000,4
54,Rotomartillo,234,0,364,22.142857,0,0.000000,8
55,Pulidora,1,42,270,24.000000,1,24.000000,5
55,Pulidora,1,42,270,24.000000,1,24.000000,7
