PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
30,Esmalte,7,40,280,21.600000,1,22.000000,5
30,Esmalte,7,40,280,21.600000,1,22.000000,9
30,Esmalte,7,40,280,21.600000,1,22.000000,8
30,Esmalte,7,40,280,21.600000,1,22.000000,7
30,Esmalte,7,40,280,21.600000,1,22.000000,6
22,Tubo PVC,11,0,220,12.750000,1,13.000000,1
32,Brocha,27,20,310,13.400000,0,0.000000,2
33,Lija,27,90,396,26.000000,0,0.000000,2
33,Lija,27,90,396,26.000000,0,0.000000,9
36,Silicón,77,0,216,22.750000,0,0.000000,1
21,Taquete,189,114,222,20.000000,0,0.000000,1
16,Chaleco reflectante,237,9,150,20.666666,0,0.000000,3
16,Chaleco reflectante,237,9,150,20.666666,0,0.000000,5
16,Chaleco reflectante,237,9,150,20.666666,0,0.000000,4
57,Llave stilson,265,21,183,34.000000,0,0.000000,5
57,Llave stilson,265,21,183,34.000000,0,0.000000,9
57,Llave stilson,265,21,183,34.000000,0,0.000000,7
37,Pegamento de contacto,288,0,504,26.888888,0,0.000000,4
20,Pija,310,0,270,16.400000,0,0.000000,5
65,Desengrasante,348,6,276,23.333333,0,0.000000,7
71,Aire acondicionado portátil,356,54,282,32.333333,0,0.000000,1
71,Aire acondicionado portátil,356,54,282,32.333333,0,0.000000,9
11,Cemento,365,0,175,25.200000,0,0.000000,5
45,Mascarilla,366,40,250,30.600000,0,0.000000,3
45,Mascarilla,366,40,250,30.600000,0,0.000000,9
45,Mascarilla,366,40,250,30.600000,0,0.000000,7
45,Mascarilla,366,40,250,30.600000,0,0.000000,6
45,Mascarilla,366,40,250,30.600000,0,0.000000,5
18,Tornillo,114,0,168,38.000000,0,0.000000,3
18,Tornillo,114,0,168,38.000000,0,0.000000,9
18,Tornillo,114,0,168,38.000000,0,0.000000,7
18,Tornillo,114,0,168,38.000000,0,0.000000,5
1,Taladro eléctrico,256,0,216,46.000000,0,0.000000,1
12,Arena,96,0,583,21.454545,0,0.000000,7
68,Toallero,188,0,500,26.800000,0,0.000000,1
58,Cutter,291,4,106,24.500000,0,0.000000,7
42,Impermeabilizante acrílico,53,50,290,27.000000,0,0.000000,8
43,Sellador para techos,44,0,39,3.000000,0,0.000000,6
44,Gafas de seguridad,54,28,378,26.285714,0,0.000000,3
48,Abono,135,80,600,39.700000,0,0.000000,3
48,Abono,135,80,600,39.700000,0,0.000000,7
48,Abono,135,80,600,39.700000,0,0.000000,5
2,Cemento gris 50kg,215,0,520,24.625000,0,0.000000,2
64,Cortadora de concreto,133,88,392,27.000000,0,0.000000,4
64,Cortadora de concreto,133,88,392,27.000000,0,0.000000,7
26,Cable eléctrico,89,0,159,26.000000,0,0.000000,6
26,Cable eléctrico,89,0,159,26.000000,0,0.000000,9
26,Cable eléctrico,89,0,159,26.000000,0,0.000000,7
67,Portacepillos,299,30,225,22.200000,0,0.000000,3
61,Sensor de movimiento,130,21,399,18.000000,0,0.000000,1
61,Sensor de movimiento,130,21,399,18.000000,0,0.000000,10
61,Sensor de movimiento,130,21,399,18.000000,0,0.000000,7
61,Sensor de movimiento,130,21,399,18.000000,0,0.000000,6
61,Sensor de movimiento,130,21,399,18.000000,0,0.000000,5
61,Sensor de movimiento,130,21,399,18.000000,0,0.000000,4
61,Sensor de movimiento,130,21,399,18.000000,0,0.000000,3
10,Llave inglesa,134,0,188,10.000000,0,0.000000,1
10,Llave inglesa,134,0,188,10.000000,0,0.000000,10
10,Llave inglesa,134,0,188,10.000000,0,0.000000,7
10,Llave inglesa,134,0,188,10.000000,0,0.000000,2
6,Multicontacto industrial 6 salidas,308,14,399,21.714285,0,0.000000,8
31,Rodillo,280,0,204,41.500000,0,0.000000,6
50,Tornillo allen,132,0,318,22.666666,0,0.000000,4
50,Tornillo allen,132,0,318,22.666666,0,0.000000,6
7,Martillo,58,0,310,43.400000,0,0.000000,8
38,Espuma expansiva,206,119,455,29.714285,0,0.000000,3
38,Espuma expansiva,206,119,455,29.714285,0,0.000000,6
38,Espuma expansiva,206,119,455,29.714285,0,0.000000,5
46,Orejeras,97,0,396,31.555555,0,0.000000,3
46,Orejeras,97,0,396,31.555555,0,0.000000,6
4,Lentes de protección,290,40,250,14.600000,0,0.000000,8
8,Destornillador,207,3,162,6.000000,0,0.000000,2
69,Jabonera,207,4,248,15.500000,0,0.000000,2
69,Jabonera,207,4,248,15.500000,0,0.000000,10
69,Jabonera,207,4,248,15.500000,0,0.000000,7
69,Jabonera,207,4,248,15.500000,0,0.000000,6
9,Sierra manual,5,0,225,15.600000,1,16.000000,4
15,Casco,5,0,245,35.800000,1,36.000000,1
15,Casco,5,0,245,35.800000,1,36.000000,10
15,Casco,5,0,245,35.800000,1,36.000000,9
15,Casco,5,0,245,35.800000,1,36.000000,8
15,Casco,5,0,245,35.800000,1,36.000000,6
13,Grava,81,7,434,31.285714,0,0.000000,1
