PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
51,Tuerca,1,0,649,33.727272,1,34.000000,3
1,Taladro eléctrico,5,0,216,46.000000,1,46.000000,1
49,Regadera,9,40,204,16.000000,1,16.000000,5
49,Regadera,9,40,204,16.000000,1,16.000000,6
25,Interruptor,18,0,357,36.571428,1,37.000000,2
25,Interruptor,18,0,357,36.571428,1,37.000000,4
31,Rodillo,24,0,204,41.500000,1,42.000000,6
15,Casco,26,0,245,35.800000,1,36.000000,1
15,Casco,26,0,245,35.800000,1,36.000000,10
15,Casco,26,0,245,35.800000,1,36.000000,9
15,Casco,26,0,245,35.800000,1,36.000000,8
15,Casco,26,0,245,35.800000,1,36.000000,6
55,Pulidora,47,42,270,24.000000,0,0.000000,5
55,Pulidora,47,42,270,24.000000,0,0.000000,7
2,Cemento gris 50kg,50,0,520,24.625000,0,0.000000,2
18,Tornillo,50,0,168,38.000000,0,0.000000,3
18,Tornillo,50,0,168,38.000000,0,0.000000,9
18,Tornillo,50,0,168,38.000000,0,0.000000,7
18,Tornillo,50,0,168,38.000000,0,0.000000,5
30,Esmalte,50,40,280,21.600000,0,0.000000,5
30,Esmalte,50,40,280,21.600000,0,0.000000,9
30,Esmalte,50,40,280,21.600000,0,0.000000,8
30,Esmalte,50,40,280,21.600000,0,0.000000,7
30,Esmalte,50,40,280,21.600000,0,0.000000,6
7,Martillo,52,0,310,43.400000,0,0.000000,8
22,Tubo PVC,57,0,220,12.750000,0,0.000000,1
43,Sellador para techos,59,0,39,3.000000,0,0.000000,6
62,Controlador PLC,61,60,282,11.000000,0,0.000000,4
71,Aire acondicionado portátil,68,54,282,32.333333,0,0.000000,1
71,Aire acondicionado portátil,68,54,282,32.333333,0,0.000000,9
64,Cortadora de concreto,69,88,392,27.000000,0,0.000000,4
64,Cortadora de concreto,69,88,392,27.000000,0,0.000000,7
60,Trampa de fregadero,71,56,315,22.000000,0,0.000000,2
23,Conector PVC,80,0,88,17.500000,0,0.000000,8
23,Conector PVC,80,0,88,17.500000,0,0.000000,9
52,Arandela,85,0,164,16.250000,0,0.000000,1
52,Arandela,85,0,164,16.250000,0,0.000000,9
52,Arandela,85,0,164,16.250000,0,0.000000,8
52,Arandela,85,0,164,16.250000,0,0.000000,3
33,Lija,89,90,396,26.000000,0,0.000000,2
33,Lija,89,90,396,26.000000,0,0.000000,9
24,Válvula de esfera,94,0,205,29.200000,0,0.000000,3
32,Brocha,95,20,310,13.400000,0,0.000000,2
46,Orejeras,100,0,396,31.555555,0,0.000000,3
46,Orejeras,100,0,396,31.555555,0,0.000000,6
61,Sensor de movimiento,110,21,399,18.000000,0,0.000000,1
61,Sensor de movimiento,110,21,399,18.000000,0,0.000000,10
61,Sensor de movimiento,110,21,399,18.000000,0,0.000000,7
61,Sensor de movimiento,110,21,399,18.000000,0,0.000000,6
61,Sensor de movimiento,110,21,399,18.000000,0,0.000000,5
61,Sensor de movimiento,110,21,399,18.000000,0,0.000000,4
61,Sensor de movimiento,110,21,399,18.000000,0,0.000000,3
56,Pinzas,132,8,204,15.500000,0,0.000000,3
56,Pinzas,132,8,204,15.500000,0,0.000000,5
44,Gafas de seguridad,134,28,378,26.285714,0,0.000000,3
63,Compactadora,135,0,159,20.666666,0,0.000000,1
63,Compactadora,135,0,159,20.666666,0,0.000000,5
63,Compactadora,135,0,159,20.666666,0,0.000000,4
5,Interruptor automático 2 polos,139,21,150,26.666666,0,0.000000,3
4,Lentes de protección,140,40,250,14.600000,0,0.000000,8
8,Destornillador,146,3,162,6.000000,0,0.000000,2
27,Apagador,148,0,275,34.000000,0,0.000000,8
14,Ladrillo,177,14,371,25.571428,0,0.000000,6
69,Jabonera,178,4,248,15.500000,0,0.000000,2
69,Jabonera,178,4,248,15.500000,0,0.000000,10
69,Jabonera,178,4,248,15.500000,0,0.000000,7
69,Jabonera,178,4,248,15.500000,0,0.000000,6
28,Multicontacto,179,42,312,26.833333,0,0.000000,8
70,Ventilador de techo,179,0,336,26.000000,0,0.000000,2
70,Ventilador de techo,179,0,336,26.000000,0,0.000000,9
70,Ventilador de techo,179,0,336,26.000000,0,0.000000,8
42,Impermeabilizante acrílico,182,50,290,27.000000,0,0.000000,8
34,Disco de corte,185,48,378,23.166666,0,0.000000,10
16,Chaleco reflectante,197,9,150,20.666666,0,0.000000,3
16,Chaleco reflectante,197,9,150,20.666666,0,0.000000,5
16,Chaleco reflectante,197,9,150,20.666666,0,0.000000,4
47,Tijeras de podar,208,0,205,14.400000,0,0.000000,10
54,Rotomartillo,208,0,364,22.142857,0,0.000000,4
54,Rotomartillo,208,0,364,22.142857,0,0.000000,8
50,Tornillo allen,215,0,318,22.666666,0,0.000000,4
50,Tornillo allen,215,0,318,22.666666,0,0.000000,6
29,Pintura vinílica,217,0,159,24.666666,0,0.000000,1
