PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
12,Arena,7,0,583,21.454545,1,22.000000,7
25,Interruptor,7,0,357,36.571428,1,37.000000,2
25,Interruptor,7,0,357,36.571428,1,37.000000,4
30,Esmalte,11,40,280,21.600000,1,22.000000,5
30,Esmalte,11,40,280,21.600000,1,22.000000,9
30,Esmalte,11,40,280,21.600000,1,22.000000,8
30,Esmalte,11,40,280,21.600000,1,22.000000,7
30,Esmalte,11,40,280,21.600000,1,22.000000,6
62,Controlador PLC,18,60,282,11.000000,0,0.000000,4
65,Desengrasante,18,6,276,23.333333,1,24.000000,7
61,Sensor de movimiento,19,21,399,18.000000,0,0.000000,1
61,Sensor de movimiento,19,21,399,18.000000,0,0.000000,10
61,Sensor de movimiento,19,21,399,18.000000,0,0.000000,7
61,Sensor de movimiento,19,21,399,18.000000,0,0.000000,6
61,Sensor de movimiento,19,21,399,18.000000,0,0.000000,5
61,Sensor de movimiento,19,21,399,18.000000,0,0.000000,4
61,Sensor de movimiento,19,21,399,18.000000,0,0.000000,3
56,Pinzas,23,8,204,15.500000,0,0.000000,3
56,Pinzas,23,8,204,15.500000,0,0.000000,5
16,Chaleco reflectante,27,9,150,20.666666,0,0.000000,3
16,Chaleco reflectante,27,9,150,20.666666,0,0.000000,5
16,Chaleco reflectante,27,9,150,20.666666,0,0.000000,4
68,Toallero,27,0,500,26.800000,0,0.000000,1
23,Conector PVC,29,0,88,17.500000,0,0.000000,8
23,Conector PVC,29,0,88,17.500000,0,0.000000,9
2,Cemento gris 50kg,33,0,520,24.625000,0,0.000000,2
8,Destornillador,39,3,162,6.000000,0,0.000000,2
46,Orejeras,68,0,396,31.555555,0,0.000000,3
46,Orejeras,68,0,396,31.555555,0,0.000000,6
18,Tornillo,75,0,168,38.000000,0,0.000000,3
18,Tornillo,75,0,168,38.000000,0,0.000000,9
18,Tornillo,75,0,168,38.000000,0,0.000000,7
18,Tornillo,75,0,168,38.000000,0,0.000000,5
69,Jabonera,77,4,248,15.500000,0,0.000000,2
69,Jabonera,77,4,248,15.500000,0,0.000000,10
69,Jabonera,77,4,248,15.500000,0,0.000000,7
69,Jabonera,77,4,248,15.500000,0,0.000000,6
44,Gafas de seguridad,99,28,378,26.285714,0,0.000000,3
26,Cable eléctrico,111,0,159,26.000000,0,0.000000,6
26,Cable eléctrico,111,0,159,26.000000,0,0.000000,9
26,Cable eléctrico,111,0,159,26.000000,0,0.000000,7
67,Portacepillos,115,30,225,22.200000,0,0.000000,3
51,Tuerca,120,0,649,33.727272,0,0.000000,3
66,Limpiador multiusos,122,30,270,31.333333,0,0.000000,9
58,Cutter,124,4,106,24.500000,0,0.000000,7
43,Sellador para techos,131,0,39,3.000000,0,0.000000,6
11,Cemento,141,0,175,25.200000,0,0.000000,5
21,Taquete,141,114,222,20.000000,0,0.000000,1
34,Disco de corte,141,48,378,23.166666,0,0.000000,10
57,Llave stilson,142,21,183,34.000000,0,0.000000,5
57,Llave stilson,142,21,183,34.000000,0,0.000000,9
57,Llave stilson,142,21,183,34.000000,0,0.000000,7
55,Pulidora,162,42,270,24.000000,0,0.000000,5
55,Pulidora,162,42,270,24.000000,0,0.000000,7
7,Martillo,169,0,310,43.400000,0,0.000000,8
29,Pintura vinílica,170,0,159,24.666666,0,0.000000,1
29,Pintura vinílica,170,0,159,24.666666,0,0.000000,8
29,Pintura vinílica,170,0,159,24.666666,0,0.000000,2
5,Interruptor automático 2 polos,186,21,150,26.666666,0,0.000000,3
47,Tijeras de podar,189,0,205,14.400000,0,0.000000,10
9,Sierra manual,190,0,225,15.600000,0,0.000000,4
27,Apagador,194,0,275,34.000000,0,0.000000,8
52,Arandela,198,0,164,16.250000,0,0.000000,1
52,Arandela,198,0,164,16.250000,0,0.000000,9
52,Arandela,198,0,164,16.250000,0,0.000000,8
52,Arandela,198,0,164,16.250000,0,0.000000,3
63,Compactadora,205,0,159,20.666666,0,0.000000,1
63,Compactadora,205,0,159,20.666666,0,0.000000,5
63,Compactadora,205,0,159,20.666666,0,0.000000,4
31,Rodillo,218,0,204,41.500000,0,0.000000,6
6,Multicontacto industrial 6 salidas,222,14,399,21.714285,0,0.000000,8
64,Cortadora de concreto,226,88,392,27.000000,0,0.000000,4
64,Cortadora de concreto,226,88,392,27.000000,0,0.000000,7
45,Mascarilla,228,40,250,30.600000,0,0.000000,3
45,Mascarilla,228,40,250,30.600000,0,0.000000,9
45,Mascarilla,228,40,250,30.600000,0,0.000000,7
45,Mascarilla,228,40,250,30.600000,0,0.000000,6
45,Mascarilla,228,40,250,30.600000,0,0.000000,5
14,Ladrillo,229,14,371,25.571428,0,0.000000,6
1,Taladro eléctrico,237,0,216,46.000000,0,0.000000,1
13,Grava,238,7,434,31.285714,0,0.000000,1
13,Grava,238,7,434,31.285714,0,0.000000,3
59,Codo PVC,261,0,605,25.272727,0,0.000000,9
32,Brocha,264,20,310,13.400000,0,0.000000,2
36,Silicón,265,0,216,22.750000,0,0.000000,1
28,Multicontacto,275,42,312,26.833333,0,0.000000,8
49,Regadera,277,40,204,16.000000,0,0.000000,5
49,Regadera,277,40,204,16.000000,0,0.000000,6
48,Abono,286,80,600,39.700000,0,0.000000,3
48,Abono,286,80,600,39.700000,0,0.000000,7
48,Abono,286,80,600,39.700000,0,0.000000,5
70,Ventilador de techo,286,0,336,26.000000,0,0.000000,2
70,Ventilador de techo,286,0,336,26.000000,0,0.000000,9
70,Ventilador de techo,286,0,336,26.000000,0,0.000000,8
10,Llave inglesa,288,0,188,10.000000,0,0.000000,1
10,Llave inglesa,288,0,188,10.000000,0,0.000000,10
10,Llave inglesa,288,0,188,10.000000,0,0.000000,7
10,Llave inglesa,288,0,188,10.000000,0,0.000000,2
53,Taladro,310,16,188,29.750000,0,0.000000,1
24,Válvula de esfera,312,0,205,29.200000,0,0.000000,3
19,Clavo,321,35,399,22.428571,0,0.000000,1
19,Clavo,321,35,399,22.428571,0,0.000000,10
33,Lija,325,90,396,26.000000,0,0.000000,2
33,Lija,325,90,396,26.000000,0,0.000000,9
42,Impermeabilizante acrílico,328,50,290,27.000000,0,0.000000,8
20,Pija,331,0,270,16.400000,0,0.000000,5
4,Lentes de protección,338,40,250,14.600000,0,0.000000,8
38,Espuma expansiva,343,119,455,29.714285,0,0.000000,3
38,Espuma expansiva,343,119,455,29.714285,0,0.000000,6
38,Espuma expansiva,343,119,455,29.714285,0,0.000000,5
71,Aire acondicionado portátil,347,54,282,32.333333,0,0.000000,1
71,Aire acondicionado portátil,347,54,282,32.333333,0,0.000000,9
35,Cepillo abrasivo,348,24,240,33.750000,0,0.000000,1
37,Pegamento de contacto,354,0,504,26.888888,0,0.000000,4
15,Casco,356,0,245,35.800000,0,0.000000,1
15,Casco,356,0,245,35.800000,0,0.000000,10
15,Casco,356,0,245,35.800000,0,0.000000,9
15,Casco,356,0,245,35.800000,0,0.000000,8
15,Casco,356,0,245,35.800000,0,0.000000,6
