PRODUCTO_ID,PRODUCTO,STOCK_ACTUAL,VENTAS_MENSUALES,VECES_ORDENADO,PROMEDIO_ORDENADO,HACER_PEDIDO,CANTIDAD_SUGERIDA,PROVEEDOR_SUGERIDO
66,Limpiador multiusos,4,30,270,31.333333,1,32.000000,9
9,Sierra manual,5,0,225,15.600000,1,16.000000,4
13,Grava,8,7,434,31.285714,1,32.000000,1
13,Grava,8,7,434,31.285714,1,32.000000,3
52,Arandela,9,0,164,16.250000,1,17.000000,1
52,Arandela,9,0,164,16.250000,1,17.000000,9
52,Arandela,9,0,164,16.250000,1,17.000000,8
52,Arandela,9,0,164,16.250000,1,17.000000,3
63,Compactadora,11,0,159,20.666666,1,21.000000,1
63,Compactadora,11,0,159,20.666666,1,21.000000,5
63,Compactadora,11,0,159,20.666666,1,21.000000,4
36,Silicón,12,0,216,22.750000,1,23.000000,1
15,Casco,15,0,245,35.800000,1,36.000000,1
15,Casco,15,0,245,35.800000,1,36.000000,10
15,Casco,15,0,245,35.800000,1,36.000000,9
15,Casco,15,0,245,35.800000,1,36.000000,8
15,Casco,15,0,245,35.800000,1,36.000000,6
64,Cortadora de concreto,15,88,392,27.000000,1,27.000000,4
64,Cortadora de concreto,15,88,392,27.000000,1,27.000000,7
62,Controlador PLC,23,60,282,11.000000,0,0.000000,4
17,Guantes de seguridad,26,24,366,24.833333,0,0.000000,1
17,Guantes de seguridad,26,24,366,24.833333,0,0.000000,9
16,Chaleco reflectante,28,9,150,20.666666,0,0.000000,3
16,Chaleco reflectante,28,9,150,20.666666,0,0.000000,5
16,Chaleco reflectante,28,9,150,20.666666,0,0.000000,4
59,Codo PVC,39,0,605,25.272727,0,0.000000,9
21,Taquete,44,114,222,20.000000,0,0.000000,1
67,Portacepillos,45,30,225,22.200000,0,0.000000,3
31,Rodillo,49,0,204,41.500000,0,0.000000,6
47,Tijeras de podar,53,0,205,14.400000,0,0.000000,10
71,Aire acondicionado portátil,55,54,282,32.333333,0,0.000000,1
71,Aire acondicionado portátil,55,54,282,32.333333,0,0.000000,9
35,Cepillo abrasivo,75,24,240,33.750000,0,0.000000,1
48,Abono,77,80,600,39.700000,0,0.000000,3
48,Abono,77,80,600,39.700000,0,0.000000,7
48,Abono,77,80,600,39.700000,0,0.000000,5
26,Cable eléctrico,91,0,159,26.000000,0,0.000000,6
26,Cable eléctrico,91,0,159,26.000000,0,0.000000,9
26,Cable eléctrico,91,0,159,26.000000,0,0.000000,7
1,Taladro eléctrico,94,0,216,46.000000,0,0.000000,1
23,Conector PVC,105,0,88,17.500000,0,0.000000,8
23,Conector PVC,105,0,88,17.500000,0,0.000000,9
10,Llave inglesa,108,0,188,10.000000,0,0.000000,1
10,Llave inglesa,108,0,188,10.000000,0,0.000000,10
10,Llave inglesa,108,0,188,10.000000,0,0.000000,7
10,Llave inglesa,108,0,188,10.000000,0,0.000000,2
56,Pinzas,108,8,204,15.500000,0,0.000000,3
56,Pinzas,108,8,204,15.500000,0,0.000000,5
11,Cemento,114,0,175,25.200000,0,0.000000,5
4,Lentes de protección,123,40,250,14.600000,0,0.000000,8
53,Taladro,126,16,188,29.750000,0,0.000000,1
65,Desengrasante,136,6,276,23.333333,0,0.000000,7
45,Mascarilla,143,40,250,30.600000,0,0.000000,3
45,Mascarilla,143,40,250,30.600000,0,0.000000,9
45,Mascarilla,143,40,250,30.600000,0,0.000000,7
45,Mascarilla,143,40,250,30.600000,0,0.000000,6
45,Mascarilla,143,40,250,30.600000,0,0.000000,5
37,Pegamento de contacto,151,0,504,26.888888,0,0.000000,4
5,Interruptor automático 2 polos,160,21,150,26.666666,0,0.000000,3
51,Tuerca,160,0,649,33.727272,0,0.000000,3
69,Jabonera,160,4,248,15.500000,0,0.000000,2
69,Jabonera,160,4,248,15.500000,0,0.000000,10
69,Jabonera,160,4,248,15.500000,0,0.000000,7
69,Jabonera,160,4,248,15.500000,0,0.000000,6
18,Tornillo,161,0,168,38.000000,0,0.000000,3
18,Tornillo,161,0,168,38.000000,0,0.000000,9
18,Tornillo,161,0,168,38.000000,0,0.000000,7
18,Tornillo,161,0,168,38.000000,0,0.000000,5
49,Regadera,173,40,204,16.000000,0,0.000000,5
